absolutističnostima | ABSOLUTISTIČNOST - [pravopis]
najpopustljivejšima | POPUSTLJIV - ki ne vztraja pri svoji volji, svojem stališču
najpopustljivejšimi | POPUSTLJIV - ki ne vztraja pri svoji volji, svojem stališču
najpotrpežljivejšem | POTRPEŽLJIV - ki prenaša kaj neprijetnega, neugodnega brez izražanja nejevolje
najpotrpežljivejših | POTRPEŽLJIV - ki prenaša kaj neprijetnega, neugodnega brez izražanja nejevolje
najpotrpežljivejšim | POTRPEŽLJIV - ki prenaša kaj neprijetnega, neugodnega brez izražanja nejevolje
najpožrtvovalnejšem | POŽRTVOVALEN - ki si zelo prizadeva za dosego določenega cilja ne glede na trud, žrtve
najpožrtvovalnejših | POŽRTVOVALEN - ki si zelo prizadeva za dosego določenega cilja ne glede na trud, žrtve
najpožrtvovalnejšim | POŽRTVOVALEN - ki si zelo prizadeva za dosego določenega cilja ne glede na trud, žrtve
najprepričljivejšem | PREPRIČLJIV - ki ne vzbuja pomislekov, dvoma o resničnosti, pravilnosti
najprepričljivejših | PREPRIČLJIV - ki ne vzbuja pomislekov, dvoma o resničnosti, pravilnosti
najprepričljivejšim | PREPRIČLJIV - ki ne vzbuja pomislekov, dvoma o resničnosti, pravilnosti
najpresenetljivejša | PRESENETLJIV - ki koga preseneti
najpresenetljivejše | PRESENETLJIV - ki koga preseneti
najpresenetljivejši | PRESENETLJIV - ki koga preseneti
najpresenetljivejšo | PRESENETLJIV - ki koga preseneti
najpretresljivejšem | PRETRESLJIV - ki vzbuja močen čustveni odziv, zlasti
najpretresljivejših | PRETRESLJIV - ki vzbuja močen čustveni odziv, zlasti
najpretresljivejšim | PRETRESLJIV - ki vzbuja močen čustveni odziv, zlasti
najprizanesljivejša | PRIZANESLJIV - ki za prestopek, negativno dejanje ne kaznuje rad
najprizanesljivejše | PRIZANESLJIV - ki za prestopek, negativno dejanje ne kaznuje rad
najprizanesljivejši | PRIZANESLJIV - ki za prestopek, negativno dejanje ne kaznuje rad
najprizanesljivejšo | PRIZANESLJIV - ki za prestopek, negativno dejanje ne kaznuje rad
najproduktivnejšega | PRODUKTIVEN - ki pridobiva, izdeluje predmete, stvari, opravlja storitve za zadovoljevanje človekovih potreb
najproduktivnejšemu | PRODUKTIVEN - ki pridobiva, izdeluje predmete, stvari, opravlja storitve za zadovoljevanje človekovih potreb
najproduktivnejšima | PRODUKTIVEN - ki pridobiva, izdeluje predmete, stvari, opravlja storitve za zadovoljevanje človekovih potreb
najproduktivnejšimi | PRODUKTIVEN - ki pridobiva, izdeluje predmete, stvari, opravlja storitve za zadovoljevanje človekovih potreb
najrazburljivejšega | RAZBURLJIV - ki se (rad) razburja
najrazburljivejšemu | RAZBURLJIV - ki se (rad) razburja
najrazburljivejšima | RAZBURLJIV - ki se (rad) razburja
najrazburljivejšimi | RAZBURLJIV - ki se (rad) razburja
najraznovrstnejšega | RAZNOVRSTEN - ki je različnih vrst
najraznovrstnejšemu | RAZNOVRSTEN - ki je različnih vrst
najraznovrstnejšima | RAZNOVRSTEN - ki je različnih vrst
najraznovrstnejšimi | RAZNOVRSTEN - ki je različnih vrst
najreakcionarnejšem | REAKCIONAREN - ki nasprotuje napredku, revolucionarnim spremembam in si prizadeva ohraniti staro
najreakcionarnejših | REAKCIONAREN - ki nasprotuje napredku, revolucionarnim spremembam in si prizadeva ohraniti staro
najreakcionarnejšim | REAKCIONAREN - ki nasprotuje napredku, revolucionarnim spremembam in si prizadeva ohraniti staro
najsamozavestnejšem | SAMOZAVESTEN - prepričan o svoji sposobnosti, znanju, moči
najsamozavestnejših | SAMOZAVESTEN - prepričan o svoji sposobnosti, znanju, moči
najsamozavestnejšim | SAMOZAVESTEN - prepričan o svoji sposobnosti, znanju, moči
najsistematičnejšem | SISTEMATIČEN - ki poteka, je narejen po sistemu
najsistematičnejših | SISTEMATIČEN - ki poteka, je narejen po sistemu
najsistematičnejšim | SISTEMATIČEN - ki poteka, je narejen po sistemu
najskrivnostnejšega | SKRIVNOSTEN - ki se ne da razumeti, dojeti, pojasniti
najskrivnostnejšemu | SKRIVNOSTEN - ki se ne da razumeti, dojeti, pojasniti
najskrivnostnejšima | SKRIVNOSTEN - ki se ne da razumeti, dojeti, pojasniti
najskrivnostnejšimi | SKRIVNOSTEN - ki se ne da razumeti, dojeti, pojasniti
najsprejemljivejšem | SPREJEMLJIV - ki se da sprejeti, odobriti
najsprejemljivejših | SPREJEMLJIV - ki se da sprejeti, odobriti
najsprejemljivejšim | SPREJEMLJIV - ki se da sprejeti, odobriti
najstrahopetnejšega | STRAHOPETEN - ki mu manjka poguma, odločnosti
najstrahopetnejšemu | STRAHOPETEN - ki mu manjka poguma, odločnosti
najstrahopetnejšima | STRAHOPETEN - ki mu manjka poguma, odločnosti
najstrahopetnejšimi | STRAHOPETEN - ki mu manjka poguma, odločnosti
najsvojevrstnejšega | SVOJEVRSTEN - ki ima lastnosti, značilnosti, po katerih se razlikuje od drugih
najsvojevrstnejšemu | SVOJEVRSTEN - ki ima lastnosti, značilnosti, po katerih se razlikuje od drugih
najsvojevrstnejšima | SVOJEVRSTEN - ki ima lastnosti, značilnosti, po katerih se razlikuje od drugih
najsvojevrstnejšimi | SVOJEVRSTEN - ki ima lastnosti, značilnosti, po katerih se razlikuje od drugih
najširokopoteznejša | ŠIROKOPOTEZEN - ki pri izvedbi česa zajema, upošteva veliko sestavin, kriterijev
najširokopoteznejše | ŠIROKOPOTEZEN - ki pri izvedbi česa zajema, upošteva veliko sestavin, kriterijev
najširokopoteznejši | ŠIROKOPOTEZEN - ki pri izvedbi česa zajema, upošteva veliko sestavin, kriterijev
najširokopoteznejšo | ŠIROKOPOTEZEN - ki pri izvedbi česa zajema, upošteva veliko sestavin, kriterijev
najtoploljubnejšega | TOPLOLJUBEN - ki uspeva v toplem okolju
najtoploljubnejšemu | TOPLOLJUBEN - ki uspeva v toplem okolju
najtoploljubnejšima | TOPLOLJUBEN - ki uspeva v toplem okolju
najtoploljubnejšimi | TOPLOLJUBEN - ki uspeva v toplem okolju
najustrežljivejšega | USTREŽLJIV - ki rad ustreže
najustrežljivejšemu | USTREŽLJIV - ki rad ustreže
najustrežljivejšima | USTREŽLJIV - ki rad ustreže
najustrežljivejšimi | USTREŽLJIV - ki rad ustreže
najustvarjalnejšega | USTVARJALEN - nanašajoč se na ustvarjanje
najustvarjalnejšemu | USTVARJALEN - nanašajoč se na ustvarjanje
najustvarjalnejšima | USTVARJALEN - nanašajoč se na ustvarjanje
najustvarjalnejšimi | USTVARJALEN - nanašajoč se na ustvarjanje
najvelikopoteznejša | VELIKOPOTEZEN - ki zajema, upošteva veliko stvari in zahteva veliko dejanj
najvelikopoteznejše | VELIKOPOTEZEN - ki zajema, upošteva veliko stvari in zahteva veliko dejanj
najvelikopoteznejši | VELIKOPOTEZEN - ki zajema, upošteva veliko stvari in zahteva veliko dejanj
najvelikopoteznejšo | VELIKOPOTEZEN - ki zajema, upošteva veliko stvari in zahteva veliko dejanj
najverodostojnejšem | VERODOSTOJEN - ki mu je verjeti
najverodostojnejših | VERODOSTOJEN - ki mu je verjeti
najverodostojnejšim | VERODOSTOJEN - ki mu je verjeti
najvznemirljivejšem | VZNEMIRLJIV - ki vznemirja
najvznemirljivejših | VZNEMIRLJIV - ki vznemirja
najvznemirljivejšim | VZNEMIRLJIV - ki vznemirja
najzapravljivejšega | ZAPRAVLJIV - ki rad zapravlja
najzapravljivejšemu | ZAPRAVLJIV - ki rad zapravlja
najzapravljivejšima | ZAPRAVLJIV - ki rad zapravlja
najzapravljivejšimi | ZAPRAVLJIV - ki rad zapravlja
najzmagoslavnejšega | ZMAGOSLAVEN - ki izraža, kaže veselje, ponos zaradi zmage, uspeha
najzmagoslavnejšemu | ZMAGOSLAVEN - ki izraža, kaže veselje, ponos zaradi zmage, uspeha
najzmagoslavnejšima | ZMAGOSLAVEN - ki izraža, kaže veselje, ponos zaradi zmage, uspeha
najzmagoslavnejšimi | ZMAGOSLAVEN - ki izraža, kaže veselje, ponos zaradi zmage, uspeha
namiznozaložniškega | NAMIZNOZALOŽNIŠKI - ki je namenjen za pripravo besedil za tiskanje z uporabo osebnega računalnika
namiznozaložniškemu | NAMIZNOZALOŽNIŠKI - ki je namenjen za pripravo besedil za tiskanje z uporabo osebnega računalnika
namiznozaložniškima | NAMIZNOZALOŽNIŠKI - ki je namenjen za pripravo besedil za tiskanje z uporabo osebnega računalnika
namiznozaložniškimi | NAMIZNOZALOŽNIŠKI - ki je namenjen za pripravo besedil za tiskanje z uporabo osebnega računalnika
nanoprecipitacijama | NANOPRECIPITACIJA - [farm.] metoda izdelave nanodostavnih sistemov, ki temelji na obarjanju in katere rezultat so delci nanometrskih velikosti
nanoprecipitacijami | NANOPRECIPITACIJA - [farm.] metoda izdelave nanodostavnih sistemov, ki temelji na obarjanju in katere rezultat so delci nanometrskih velikosti
nanotoksikologijama | NANOTOKSIKOLOGIJA - [farm.] področje toksikologije, ki se ukvarja s proučevanjem toksičnih lastnosti nanomaterialov
nanotoksikologijami | NANOTOKSIKOLOGIJA - [farm.] področje toksikologije, ki se ukvarja s proučevanjem toksičnih lastnosti nanomaterialov
naprednjakaričinega | NAPREDNJAKARIČIN - [pravopis]
naprednjakaričinemu | NAPREDNJAKARIČIN - [pravopis]
naprednjakaričinima | NAPREDNJAKARIČIN - [pravopis]
naprednjakaričinimi | NAPREDNJAKARIČIN - [pravopis]
naravnogeografskega | NARAVNOGEOGRAFSKI - [geog.] v zvezi »naravnogeografska členitev«: delitev določenega ozemlja, območja na podlagi naravnih sestavin pokrajine
naravnogeografskemu | NARAVNOGEOGRAFSKI - [geog.] v zvezi »naravnogeografska členitev«: delitev določenega ozemlja, območja na podlagi naravnih sestavin pokrajine
naravnogeografskima | NARAVNOGEOGRAFSKI - [geog.] v zvezi »naravnogeografska členitev«: delitev določenega ozemlja, območja na podlagi naravnih sestavin pokrajine
naravnogeografskimi | NARAVNOGEOGRAFSKI - [geog.] v zvezi »naravnogeografska členitev«: delitev določenega ozemlja, območja na podlagi naravnih sestavin pokrajine
naravovarstvenicama | NARAVOVARSTVENICA - ženska, ki si poklicno ali ljubiteljsko prizadeva za varstvo narave
naravovarstvenicami | NARAVOVARSTVENICA - ženska, ki si poklicno ali ljubiteljsko prizadeva za varstvo narave
naravovarstveničina | NARAVOVARSTVENIČIN - [pravopis]
naravovarstveničine | NARAVOVARSTVENIČIN - [pravopis]
naravovarstveničini | NARAVOVARSTVENIČIN - [pravopis]
naravovarstveničino | NARAVOVARSTVENIČIN - [pravopis]
naravovarstvenikoma | NARAVOVARSTVENIK - kdor si poklicno ali ljubiteljsko prizadeva za varstvo narave
naravovarstvenostih | NARAVOVARSTVENOST - [pravopis]
naravovarstvenostim | NARAVOVARSTVENOST - [pravopis]
naravovarstvenostjo | NARAVOVARSTVENOST - [pravopis]
naravovarstvenostma | NARAVOVARSTVENOST - [pravopis]
naravovarstvenostmi | NARAVOVARSTVENOST - [pravopis]
narodnobuditeljskem | NARODNOBUDITELJSKI - nanašajoč se na narodne buditelje
narodnobuditeljskih | NARODNOBUDITELJSKI - nanašajoč se na narodne buditelje
narodnobuditeljskim | NARODNOBUDITELJSKI - nanašajoč se na narodne buditelje
narodnogospodarskem | NARODNOGOSPODARSKI - nanašajoč se na narodno gospodarstvo
narodnogospodarskih | NARODNOGOSPODARSKI - nanašajoč se na narodno gospodarstvo
narodnogospodarskim | NARODNOGOSPODARSKI - nanašajoč se na narodno gospodarstvo
narodnoosvobodilnem | NARODNOOSVOBODILEN - nanašajoč se na narodno osvoboditev
narodnoosvobodilnih | NARODNOOSVOBODILEN - nanašajoč se na narodno osvoboditev
narodnoosvobodilnim | NARODNOOSVOBODILEN - nanašajoč se na narodno osvoboditev
narodnoprebudnostih | NARODNOPREBUDNOST - [pravopis]
narodnoprebudnostim | NARODNOPREBUDNOST - [pravopis]
narodnoprebudnostjo | NARODNOPREBUDNOST - [pravopis]
narodnoprebudnostma | NARODNOPREBUDNOST - [pravopis]
narodnoprebudnostmi | NARODNOPREBUDNOST - [pravopis]
narodnozavednostima | NARODNOZAVEDNOST - [pravopis]
naturalističnostima | NATURALISTIČNOST - [pravopis]
naturaliziranostima | NATURALIZIRANOST - [pravopis]
neartikuliranostima | NEARTIKULIRANOST - [pravopis]
neavtoriziranostima | NEAVTORIZIRANOST - [pravopis]
neciviliziranostima | NECIVILIZIRANOST - [pravopis]
nedemokratičnostima | NEDEMOKRATIČNOST - lastnost, značilnost nedemokratičnega
nedeterminiranostih | NEDETERMINIRANOST - [pravopis]
nedeterminiranostim | NEDETERMINIRANOST - [pravopis]
nedeterminiranostjo | NEDETERMINIRANOST - [pravopis]
nedeterminiranostma | NEDETERMINIRANOST - [pravopis]
nedeterminiranostmi | NEDETERMINIRANOST - [pravopis]
nediferenciranostih | NEDIFERENCIRANOST - [pravopis]
nediferenciranostim | NEDIFERENCIRANOST - [pravopis]
nediferenciranostjo | NEDIFERENCIRANOST - [pravopis]
nediferenciranostma | NEDIFERENCIRANOST - [pravopis]
nediferenciranostmi | NEDIFERENCIRANOST - [pravopis]
nedisciplinirancema | NEDISCIPLINIRANEC - nediscipliniran človek
nediscipliniranosti | NEDISCIPLINIRANOST - lastnost, značilnost nediscipliniranega človeka
nediskriminatornost | [prav.] v zvezi »načelo nediskriminatornosti«: načelo, po katerem ni dovoljena diskriminacija posameznika, ki temelji na njegovih osebnih okoliščinah, kot so spol, rasno, narodnostno ali etnično poreklo, versko, politično ali drugo prepričanje, spolna usmerjenost, invalidnost
nedogotovljenostima | NEDOGOTOVLJENOST - [pravopis]
nedokumentiranostih | NEDOKUMENTIRANOST - [pravopis]
nedokumentiranostim | NEDOKUMENTIRANOST - [pravopis]
nedokumentiranostjo | NEDOKUMENTIRANOST - [pravopis]
nedokumentiranostma | NEDOKUMENTIRANOST - [pravopis]
nedokumentiranostmi | NEDOKUMENTIRANOST - [pravopis]
nedopovedljivostima | NEDOPOVEDLJIVOST - [pravopis]
neekspeditivnostima | NEEKSPEDITIVNOST - lastnost, značilnost neekspeditivnega
neeksplodiranostima | NEEKSPLODIRANOST - [pravopis]
nefunkcionalnostima | NEFUNKCIONALNOST - lastnost, značilnost nefunkcionalnega
neindividualnostima | NEINDIVIDUALNOST - [pravopis]
neinstitucionalnega | NEINSTITUCIONALEN - ki ni vezan na institucijo
neinstitucionalnemu | NEINSTITUCIONALEN - ki ni vezan na institucijo
neinstitucionalnima | NEINSTITUCIONALEN - ki ni vezan na institucijo
neinstitucionalnimi | NEINSTITUCIONALEN - ki ni vezan na institucijo
neinteligentnostima | NEINTELIGENTNOST - lastnost neinteligentnega človeka
neinteresantnostima | NEINTERESANTNOST - [pravopis]
neinterpretativnega | NEINTERPRETATIVEN - [gled.] v zvezi »neinterpretativno branje«: glasno branje brez izrazitejše besedilne fonetike, pri katerem bralec besedilo samo logično pomensko členi in ne izraža lastnega doživljanja in razumevanja vsebine
neinterpretativnemu | NEINTERPRETATIVEN - [gled.] v zvezi »neinterpretativno branje«: glasno branje brez izrazitejše besedilne fonetike, pri katerem bralec besedilo samo logično pomensko členi in ne izraža lastnega doživljanja in razumevanja vsebine
neinterpretativnima | NEINTERPRETATIVEN - [gled.] v zvezi »neinterpretativno branje«: glasno branje brez izrazitejše besedilne fonetike, pri katerem bralec besedilo samo logično pomensko členi in ne izraža lastnega doživljanja in razumevanja vsebine
neinterpretativnimi | NEINTERPRETATIVEN - [gled.] v zvezi »neinterpretativno branje«: glasno branje brez izrazitejše besedilne fonetike, pri katerem bralec besedilo samo logično pomensko členi in ne izraža lastnega doživljanja in razumevanja vsebine
neizdiferenciranega | NEIZDIFERENCIRAN - ki ni izdiferenciran
neizdiferenciranemu | NEIZDIFERENCIRAN - ki ni izdiferenciran
neizdiferenciranima | NEIZDIFERENCIRAN - ki ni izdiferenciran
neizdiferenciranimi | NEIZDIFERENCIRAN - ki ni izdiferenciran
neizgovorljivostima | NEIZGOVORLJIVOST - [pravopis]
neizkorenljivostima | NEIZKORENLJIVOST - [pravopis]
neizoblikovanostima | NEIZOBLIKOVANOST - lastnost, značilnost neizoblikovanega
neizpremenjenostima | NESPREMENJENOST - lastnost, stanje nespremenjenega
neizračunljivostima | NEIZRAČUNLJIVOST - [pravopis]
neizumetničenostima | NEIZUMETNIČENOST - [pravopis]
nekompatibilnostima | NEKOMPATIBILNOST - lastnost, značilnost nekompatibilnega
nekompliciranostima | NEKOMPLICIRANOST - [pravopis]
nekompromitiranosti | NEKOMPROMITIRANOST - [pravopis]
nekomunikativnostih | NEKOMUNIKATIVNOST - lastnost, značilnost nekomunikativnega
nekomunikativnostim | NEKOMUNIKATIVNOST - lastnost, značilnost nekomunikativnega
nekomunikativnostjo | NEKOMUNIKATIVNOST - lastnost, značilnost nekomunikativnega
nekomunikativnostma | NEKOMUNIKATIVNOST - lastnost, značilnost nekomunikativnega
nekomunikativnostmi | NEKOMUNIKATIVNOST - lastnost, značilnost nekomunikativnega
nekonfesionalnostih | NEKONFESIONALNOST - [sinonimni]
nekonfesionalnostim | NEKONFESIONALNOST - [sinonimni]
nekonfesionalnostjo | NEKONFESIONALNOST - [sinonimni]
nekonfesionalnostma | NEKONFESIONALNOST - [sinonimni]
nekonfesionalnostmi | NEKONFESIONALNOST - [sinonimni]
nekonsistentnostima | NEKONSISTENTNOST - lastnost, značilnost nekonsistentnega
nekonstruktivnostih | NEKONSTRUKTIVNOST - [pravopis]
nekonstruktivnostim | NEKONSTRUKTIVNOST - [pravopis]
nekonstruktivnostjo | NEKONSTRUKTIVNOST - [pravopis]
nekonstruktivnostma | NEKONSTRUKTIVNOST - [pravopis]
nekonstruktivnostmi | NEKONSTRUKTIVNOST - [pravopis]
nekontroliranostima | NEKONTROLIRANOST - [pravopis]
nekonvencionalnosti | NEKONVENCIONALNOST - lastnost, značilnost nekonvencionalnega
nekonvertibilnostih | NEKONVERTIBILNOST - lastnost, značilnost nekonvertibilnega
nekonvertibilnostim | NEKONVERTIBILNOST - lastnost, značilnost nekonvertibilnega
nekonvertibilnostjo | NEKONVERTIBILNOST - lastnost, značilnost nekonvertibilnega
nekonvertibilnostma | NEKONVERTIBILNOST - lastnost, značilnost nekonvertibilnega
nekonvertibilnostmi | NEKONVERTIBILNOST - lastnost, značilnost nekonvertibilnega
nekonzistentnostima | NEKONSISTENTNOST - lastnost, značilnost nekonsistentnega
nekoordiniranostima | NEKOORDINIRANOST - značilnost nekoordiniranega
nekvalificiranostih | NEKVALIFICIRANOST - [pravopis]
nekvalificiranostim | NEKVALIFICIRANOST - [pravopis]
nekvalificiranostjo | NEKVALIFICIRANOST - [pravopis]
nekvalificiranostma | NEKVALIFICIRANOST - [pravopis]
nekvalificiranostmi | NEKVALIFICIRANOST - [pravopis]
nemarksističnostima | NEMARKSISTIČNOST - [pravopis]
nematerialističnega | NEMATERIALISTIČEN - ki ni materialističen
nematerialističnemu | NEMATERIALISTIČEN - ki ni materialističen
nematerialističnima | NEMATERIALISTIČEN - ki ni materialističen
nematerialističnimi | NEMATERIALISTIČEN - ki ni materialističen
nematerialističnost | [pravopis]
nematerializiranega | NEMATERIALIZIRAN - [prav.] v zvezi »nematerializirana delnica«: izjava izdajatelja, vpisana v centralni register nematerializiranih vrednostnih papirjev, s katero se izdajatelj zavezuje, da bo izpolnil obveznost iz delnice osebi, ki je kot zakoniti imetnik delnice vpisana v centralni register nematerializiranih vrednostnih papirjev
nematerializiranemu | NEMATERIALIZIRAN - [prav.] v zvezi »nematerializirana delnica«: izjava izdajatelja, vpisana v centralni register nematerializiranih vrednostnih papirjev, s katero se izdajatelj zavezuje, da bo izpolnil obveznost iz delnice osebi, ki je kot zakoniti imetnik delnice vpisana v centralni register nematerializiranih vrednostnih papirjev
