acilfloroglucinoloma | ACILFLOROGLUCINOL - [farm.]
peroksiacetilnitrata | PEROKSIACETILNITRAT - > FOTOOKSIDANT - [bot.] sekundarno zračno onesnaževalo, ki nastaja iz primarnih onesnaževal, zlasti dušikovih oksidov, hlapnih ogljikovodikov, zaradi učinkovanja UV-sevanja, pri čemer je to zelo reaktivno, npr. ozon, peroksiacetilnitrat
peroksiacetilnitrate | PEROKSIACETILNITRAT - > FOTOOKSIDANT - [bot.] sekundarno zračno onesnaževalo, ki nastaja iz primarnih onesnaževal, zlasti dušikovih oksidov, hlapnih ogljikovodikov, zaradi učinkovanja UV-sevanja, pri čemer je to zelo reaktivno, npr. ozon, peroksiacetilnitrat
peroksiacetilnitrati | PEROKSIACETILNITRAT - > FOTOOKSIDANT - [bot.] sekundarno zračno onesnaževalo, ki nastaja iz primarnih onesnaževal, zlasti dušikovih oksidov, hlapnih ogljikovodikov, zaradi učinkovanja UV-sevanja, pri čemer je to zelo reaktivno, npr. ozon, peroksiacetilnitrat
peroksiacetilnitratu | PEROKSIACETILNITRAT - > FOTOOKSIDANT - [bot.] sekundarno zračno onesnaževalo, ki nastaja iz primarnih onesnaževal, zlasti dušikovih oksidov, hlapnih ogljikovodikov, zaradi učinkovanja UV-sevanja, pri čemer je to zelo reaktivno, npr. ozon, peroksiacetilnitrat
personificiranostima | PERSONIFICIRANOST - [pravopis]
petdesetkilogramskem | PETDESETKILOGRAMSKI - [sinonimni]
petdesetkilogramskih | PETDESETKILOGRAMSKI - [sinonimni]
petdesetkilogramskim | PETDESETKILOGRAMSKI - [sinonimni]
petindvajsetletnicah | PETINDVAJSETLETNICA - petindvajseta obletnica
petindvajsetletnicam | PETINDVAJSETLETNICA - petindvajseta obletnica
petindvajsetletničin | [pravopis]
petindvajsetletnikih | PETINDVAJSETLETNIK - [pravopis]
petindvajsetletnikom | PETINDVAJSETLETNIK - [pravopis]
petindvajsetletnikov | PETINDVAJSETLETNIK - [pravopis]
piezoelektričnostima | PIEZOELEKTRIČNOST - [gem.] lastnost nekaterih kristalov, da postanejo električno nabiti, če so izpostavljeni mehanskemu pritisku
plazmodioforomicetah | PLAZMODIOFOROMICETA - > PARAPLAZMODIJ - [bot.] plazmodij, ki nastane intracelularno v gostiteljski celici z razmnoževanjem jedra enocelične miksamebe, značilen za plazmodioforomicete (Plasmadiophoromycetes)
plazmodioforomicetam | PLAZMODIOFOROMICETA - > PARAPLAZMODIJ - [bot.] plazmodij, ki nastane intracelularno v gostiteljski celici z razmnoževanjem jedra enocelične miksamebe, značilen za plazmodioforomicete (Plasmadiophoromycetes)
podkapitaliziranosti | PODKAPITALIZIRANOST - [pravopis]
poimpresionističnega | POIMPRESIONISTIČEN - nanašajoč se na poimpresionizem
poimpresionističnemu | POIMPRESIONISTIČEN - nanašajoč se na poimpresionizem
poimpresionističnima | POIMPRESIONISTIČEN - nanašajoč se na poimpresionizem
poimpresionističnimi | POIMPRESIONISTIČEN - nanašajoč se na poimpresionizem
poimpresionističnost | [pravopis]
pokrajinskoekološkem | POKRAJINSKOEKOLOŠKI - [geog.] v zvezi »pokrajinskoekološka členitev«: členitev okolja po lastnostih njegovih posameznih sestavin, pri čemer se navadno upoštevajo zlasti značilnosti dominantnih oziroma stabilnih sestavin okolja
pokrajinskoekoloških | POKRAJINSKOEKOLOŠKI - [geog.] v zvezi »pokrajinskoekološka členitev«: členitev okolja po lastnostih njegovih posameznih sestavin, pri čemer se navadno upoštevajo zlasti značilnosti dominantnih oziroma stabilnih sestavin okolja
pokrajinskoekološkim | POKRAJINSKOEKOLOŠKI - [geog.] v zvezi »pokrajinskoekološka členitev«: členitev okolja po lastnostih njegovih posameznih sestavin, pri čemer se navadno upoštevajo zlasti značilnosti dominantnih oziroma stabilnih sestavin okolja
polarnodiblastičnega | POLARNODIBLASTIČEN - [bot.] v zvezi »polarnodiblastična spora«:
polarnodiblastičnemu | POLARNODIBLASTIČEN - [bot.] v zvezi »polarnodiblastična spora«:
polarnodiblastičnima | POLARNODIBLASTIČEN - [bot.] v zvezi »polarnodiblastična spora«:
polarnodiblastičnimi | POLARNODIBLASTIČEN - [bot.] v zvezi »polarnodiblastična spora«:
poliakrilonitrilnega | POLIAKRILONITRILEN - [plan.] v zvezi »poliakrilonitrilna vlakna«: voluminozna, trpežna sintetična vlakna iz poliakrilonitrilnega polimera, po otipu podobna volni, ki se hitro sušijo, ohranjajo toploto in se v mešanicah z naravnimi ali sintetičnimi vlakni uporabljajo zlasti za pohodniške nogavice
poliakrilonitrilnemu | POLIAKRILONITRILEN - [plan.] v zvezi »poliakrilonitrilna vlakna«: voluminozna, trpežna sintetična vlakna iz poliakrilonitrilnega polimera, po otipu podobna volni, ki se hitro sušijo, ohranjajo toploto in se v mešanicah z naravnimi ali sintetičnimi vlakni uporabljajo zlasti za pohodniške nogavice
poliakrilonitrilnima | POLIAKRILONITRILEN - [plan.] v zvezi »poliakrilonitrilna vlakna«: voluminozna, trpežna sintetična vlakna iz poliakrilonitrilnega polimera, po otipu podobna volni, ki se hitro sušijo, ohranjajo toploto in se v mešanicah z naravnimi ali sintetičnimi vlakni uporabljajo zlasti za pohodniške nogavice
poliakrilonitrilnimi | POLIAKRILONITRILEN - [plan.] v zvezi »poliakrilonitrilna vlakna«: voluminozna, trpežna sintetična vlakna iz poliakrilonitrilnega polimera, po otipu podobna volni, ki se hitro sušijo, ohranjajo toploto in se v mešanicah z naravnimi ali sintetičnimi vlakni uporabljajo zlasti za pohodniške nogavice
polibifenilkloridoma | POLIBIFENILKLORID - [pravopis]
policijskoveteranska | POLICIJSKOVETERANSKI - [epravopis] nanašajoč se na policijske veterane
policijskoveteranske | POLICIJSKOVETERANSKI - [epravopis] nanašajoč se na policijske veterane
policijskoveteranski | [epravopis] nanašajoč se na policijske veterane
policijskoveteransko | POLICIJSKOVETERANSKI - [epravopis] nanašajoč se na policijske veterane
polifarmakoterapijah | POLIFARMAKOTERAPIJA - [farm.] sočasna uporaba več zdravil
polifarmakoterapijam | POLIFARMAKOTERAPIJA - [farm.] sočasna uporaba več zdravil
polikondenzacijskega | POLIKONDENZACIJSKI - nanašajoč se na polikondenzacijo
polikondenzacijskemu | POLIKONDENZACIJSKI - nanašajoč se na polikondenzacijo
polikondenzacijskima | POLIKONDENZACIJSKI - nanašajoč se na polikondenzacijo
polikondenzacijskimi | POLIKONDENZACIJSKI - nanašajoč se na polikondenzacijo
polindustrijskostima | POLINDUSTRIJSKOST - [pravopis]
političnoekonomskega | POLITIČNOEKONOMSKI - nanašajoč se na politično ekonomijo
političnoekonomskemu | POLITIČNOEKONOMSKI - nanašajoč se na politično ekonomijo
političnoekonomskima | POLITIČNOEKONOMSKI - nanašajoč se na politično ekonomijo
političnoekonomskimi | POLITIČNOEKONOMSKI - nanašajoč se na politično ekonomijo
političnogeografskem | POLITIČNOGEOGRAFSKI - [epravopis] nanašajoč se na politično geografijo
političnogeografskih | POLITIČNOGEOGRAFSKI - [epravopis] nanašajoč se na politično geografijo
političnogeografskim | POLITIČNOGEOGRAFSKI - [epravopis] nanašajoč se na politično geografijo
političnogospodarska | POLITIČNOGOSPODARSKI - [pravopis]
političnogospodarske | POLITIČNOGOSPODARSKI - [pravopis]
političnogospodarski | [pravopis]
političnogospodarsko | POLITIČNOGOSPODARSKI - [pravopis]
polivinilpirolidonih | POLIVINILPIROLIDON - [farm.] bel ali bledorumenkast higroskopen prah ali kosmiči, linearni polimer N-vinil-2-pirolidinona z različno stopnjo polimerizacije in viskoznosti vodne raztopine, ki se uporablja kot vezivo pri tabletiranju in granuliranju, polimer za zaščito tabletnih jeder
polivinilpirolidonom | POLIVINILPIROLIDON - [farm.] bel ali bledorumenkast higroskopen prah ali kosmiči, linearni polimer N-vinil-2-pirolidinona z različno stopnjo polimerizacije in viskoznosti vodne raztopine, ki se uporablja kot vezivo pri tabletiranju in granuliranju, polimer za zaščito tabletnih jeder
polivinilpirolidonov | POLIVINILPIROLIDON - [farm.] bel ali bledorumenkast higroskopen prah ali kosmiči, linearni polimer N-vinil-2-pirolidinona z različno stopnjo polimerizacije in viskoznosti vodne raztopine, ki se uporablja kot vezivo pri tabletiranju in granuliranju, polimer za zaščito tabletnih jeder
poljudnoznanstvenega | POLJUDNOZNANSTVEN - nanašajoč se na poljudno podajanje znanstvenega
poljudnoznanstvenemu | POLJUDNOZNANSTVEN - nanašajoč se na poljudno podajanje znanstvenega
poljudnoznanstvenima | POLJUDNOZNANSTVEN - nanašajoč se na poljudno podajanje znanstvenega
poljudnoznanstvenimi | POLJUDNOZNANSTVEN - nanašajoč se na poljudno podajanje znanstvenega
polkvalificiranostih | POLKVALIFICIRANOST - [pravopis]
polkvalificiranostim | POLKVALIFICIRANOST - [pravopis]
polkvalificiranostjo | POLKVALIFICIRANOST - [pravopis]
polkvalificiranostma | POLKVALIFICIRANOST - [pravopis]
polkvalificiranostmi | POLKVALIFICIRANOST - [pravopis]
polvelterkategorijah | POLVELTERKATEGORIJA - [pravopis]
polvelterkategorijam | POLVELTERKATEGORIJA - [pravopis]
pomenskorazlikovalna | POMENSKORAZLIKOVALNI - [sinonimni]
pomenskorazlikovalne | POMENSKORAZLIKOVALNI - [sinonimni]
pomenskorazlikovalni | [sinonimni]
pomenskorazlikovalno | POMENSKORAZLIKOVALNI - [sinonimni]
pomenskorazločevalen | ki (lahko) razločuje pomen
pomenskorazločevalna | POMENSKORAZLOČEVALEN - ki (lahko) razločuje pomen
pomenskorazločevalne | POMENSKORAZLOČEVALEN - ki (lahko) razločuje pomen
pomenskorazločevalni | POMENSKORAZLOČEVALEN - ki (lahko) razločuje pomen
pomenskorazločevalno | POMENSKORAZLOČEVALEN - ki (lahko) razločuje pomen
pooblastiteljičinega | POOBLASTITELJIČIN - [pravopis]
pooblastiteljičinemu | POOBLASTITELJIČIN - [pravopis]
pooblastiteljičinima | POOBLASTITELJIČIN - [pravopis]
pooblastiteljičinimi | POOBLASTITELJIČIN - [pravopis]
popularizatoričinega | POPULARIZATORIČIN - [pravopis]
popularizatoričinemu | POPULARIZATORIČIN - [pravopis]
popularizatoričinima | POPULARIZATORIČIN - [pravopis]
popularizatoričinimi | POPULARIZATORIČIN - [pravopis]
posloveniteljičinega | POSLOVENITELJIČIN - [pravopis]
posloveniteljičinemu | POSLOVENITELJIČIN - [pravopis]
posloveniteljičinima | POSLOVENITELJIČIN - [pravopis]
posloveniteljičinimi | POSLOVENITELJIČIN - [pravopis]
postajenačelničinega | POSTAJENAČELNIČIN - [pravopis]
postajenačelničinemu | POSTAJENAČELNIČIN - [pravopis]
postajenačelničinima | POSTAJENAČELNIČIN - [pravopis]
postajenačelničinimi | POSTAJENAČELNIČIN - [pravopis]
postimpresionističen | nanašajoč se na postimpresionizem
postimpresionistična | POSTIMPRESIONISTIČEN - nanašajoč se na postimpresionizem
postimpresionistične | POSTIMPRESIONISTIČEN - nanašajoč se na postimpresionizem
postimpresionistični | POSTIMPRESIONISTIČEN - nanašajoč se na postimpresionizem
postimpresionistično | POSTIMPRESIONISTIČEN - nanašajoč se na postimpresionizem
postrevolucionarnega | POSTREVOLUCIONAREN - [pravopis]
postrevolucionarnemu | POSTREVOLUCIONAREN - [pravopis]
postrevolucionarnima | POSTREVOLUCIONAREN - [pravopis]
postrevolucionarnimi | POSTREVOLUCIONAREN - [pravopis]
poststrukturalizmoma | POSTSTRUKTURALIZEM - metodološka smer, ki sledi strukturalizmu
posttranskripcijskem | POSTTRANSKRIPCIJSKI - [farm.] v zvezi »posttranskripcijska modifikacija«: sprememba na molekuli RNA, ki poteka po transkripciji ali sočasno z njo, npr. izrezovanje intronov, poliadenilacija
posttranskripcijskih | POSTTRANSKRIPCIJSKI - [farm.] v zvezi »posttranskripcijska modifikacija«: sprememba na molekuli RNA, ki poteka po transkripciji ali sočasno z njo, npr. izrezovanje intronov, poliadenilacija
posttranskripcijskim | POSTTRANSKRIPCIJSKI - [farm.] v zvezi »posttranskripcijska modifikacija«: sprememba na molekuli RNA, ki poteka po transkripciji ali sočasno z njo, npr. izrezovanje intronov, poliadenilacija
poševnoploskvenikoma | POŠEVNOPLOSKVENIK - [geol.] kristalni lik s štirimi enakimi raznostraničnimi trikotniki, od katerih sta dva s skupnim robom zasukana proti drugima dvema za poljuben kot
povsodpričujočnostih | POVSODPRIČUJOČNOST - dejstvo, da je Bog povsod pričujoč
povsodpričujočnostim | POVSODPRIČUJOČNOST - dejstvo, da je Bog povsod pričujoč
povsodpričujočnostjo | POVSODPRIČUJOČNOST - dejstvo, da je Bog povsod pričujoč
povsodpričujočnostma | POVSODPRIČUJOČNOST - dejstvo, da je Bog povsod pričujoč
povsodpričujočnostmi | POVSODPRIČUJOČNOST - dejstvo, da je Bog povsod pričujoč
požarnopreventivnega | POŽARNOPREVENTIVEN - [gas.] v zvezi »požarnopreventivni pregled«: organizacijski požarnopreventivni ukrep, ki ga opravi predstavnik pristojnega državnega organa, neobvezujoče pa lahko tudi drug strokovnjak s področja varstva pred požarom ali gasilstva, in je namenjen ugotovitvi stanja požarne varnosti v določenem okolju, določanju in nadzoru izvajanja predvidenih ukrepov ter svetovanju izboljšanja obstoječega stanja
požarnopreventivnemu | POŽARNOPREVENTIVEN - [gas.] v zvezi »požarnopreventivni pregled«: organizacijski požarnopreventivni ukrep, ki ga opravi predstavnik pristojnega državnega organa, neobvezujoče pa lahko tudi drug strokovnjak s področja varstva pred požarom ali gasilstva, in je namenjen ugotovitvi stanja požarne varnosti v določenem okolju, določanju in nadzoru izvajanja predvidenih ukrepov ter svetovanju izboljšanja obstoječega stanja
požarnopreventivnima | POŽARNOPREVENTIVEN - [gas.] v zvezi »požarnopreventivni pregled«: organizacijski požarnopreventivni ukrep, ki ga opravi predstavnik pristojnega državnega organa, neobvezujoče pa lahko tudi drug strokovnjak s področja varstva pred požarom ali gasilstva, in je namenjen ugotovitvi stanja požarne varnosti v določenem okolju, določanju in nadzoru izvajanja predvidenih ukrepov ter svetovanju izboljšanja obstoječega stanja
požarnopreventivnimi | POŽARNOPREVENTIVEN - [gas.] v zvezi »požarnopreventivni pregled«: organizacijski požarnopreventivni ukrep, ki ga opravi predstavnik pristojnega državnega organa, neobvezujoče pa lahko tudi drug strokovnjak s področja varstva pred požarom ali gasilstva, in je namenjen ugotovitvi stanja požarne varnosti v določenem okolju, določanju in nadzoru izvajanja predvidenih ukrepov ter svetovanju izboljšanja obstoječega stanja
pravnoinformacijskem | PRAVNOINFORMACIJSKI - [epravopis] nanašajoč se na pravne informacije
pravnoinformacijskih | PRAVNOINFORMACIJSKI - [epravopis] nanašajoč se na pravne informacije
pravnoinformacijskim | PRAVNOINFORMACIJSKI - [epravopis] nanašajoč se na pravne informacije
pravnoorganizacijska | PRAVNOORGANIZACIJSKI - [epravopis] nanašajoč se na pravno organizacijo
pravnoorganizacijske | PRAVNOORGANIZACIJSKI - [epravopis] nanašajoč se na pravno organizacijo
pravnoorganizacijski | [epravopis] nanašajoč se na pravno organizacijo
pravnoorganizacijsko | PRAVNOORGANIZACIJSKI - [epravopis] nanašajoč se na pravno organizacijo
pravnopremoženjskega | PRAVNOPREMOŽENJSKI - [epravopis] nanašajoč se na premoženjsko pravo
pravnopremoženjskemu | PRAVNOPREMOŽENJSKI - [epravopis] nanašajoč se na premoženjsko pravo
pravnopremoženjskima | PRAVNOPREMOŽENJSKI - [epravopis] nanašajoč se na premoženjsko pravo
pravnopremoženjskimi | PRAVNOPREMOŽENJSKI - [epravopis] nanašajoč se na premoženjsko pravo
predimenzioniranosti | PREDIMENZIONIRANOST - značilnost predimenzioniranega
predinštrumentalnega | PREDINŠTRUMENTALEN - [geog.] v zvezi »predinštrumentalno obdobje«: obdobje pred rednim merjenjem vremenskih pojavov z inštrumenti
predinštrumentalnemu | PREDINŠTRUMENTALEN - [geog.] v zvezi »predinštrumentalno obdobje«: obdobje pred rednim merjenjem vremenskih pojavov z inštrumenti
predinštrumentalnima | PREDINŠTRUMENTALEN - [geog.] v zvezi »predinštrumentalno obdobje«: obdobje pred rednim merjenjem vremenskih pojavov z inštrumenti
predinštrumentalnimi | PREDINŠTRUMENTALEN - [geog.] v zvezi »predinštrumentalno obdobje«: obdobje pred rednim merjenjem vremenskih pojavov z inštrumenti
predkapitalističnega | PREDKAPITALISTIČEN - nanašajoč se na čas pred kapitalizmom
predkapitalističnemu | PREDKAPITALISTIČEN - nanašajoč se na čas pred kapitalizmom
predkapitalističnima | PREDKAPITALISTIČEN - nanašajoč se na čas pred kapitalizmom
predkapitalističnimi | PREDKAPITALISTIČEN - nanašajoč se na čas pred kapitalizmom
predmetnopomenskosti | PREDMETNOPOMENSKOST - [pravopis]
predpostavljenostima | PREDPOSTAVLJENOST - [pravopis]
predpripravljenostih | PREDPRIPRAVLJENOST - [pravopis]
predpripravljenostim | PREDPRIPRAVLJENOST - [pravopis]
predpripravljenostjo | PREDPRIPRAVLJENOST - [pravopis]
predpripravljenostma | PREDPRIPRAVLJENOST - [pravopis]
predpripravljenostmi | PREDPRIPRAVLJENOST - [pravopis]
predpubertetničinega | PREDPUBERTETNIČIN - [pravopis]
predpubertetničinemu | PREDPUBERTETNIČIN - [pravopis]
predpubertetničinima | PREDPUBERTETNIČIN - [pravopis]
predpubertetničinimi | PREDPUBERTETNIČIN - [pravopis]
predstaviteljičinega | PREDSTAVITELJIČIN - [pravopis]
predstaviteljičinemu | PREDSTAVITELJIČIN - [pravopis]
predstaviteljičinima | PREDSTAVITELJIČIN - [pravopis]
predstaviteljičinimi | PREDSTAVITELJIČIN - [pravopis]
predstavotvornostima | PREDSTAVOTVORNOST - [pravopis]
predzgodovinskostima | PREDZGODOVINSKOST - [pravopis]
pregostobesednostima | PREGOSTOBESEDNOST - [pravopis]
prekompliciranostima | PREKOMPLICIRANOST - [pravopis]
prekvalificirančevem | PREKVALIFICIRANČEV - [pravopis]
prekvalificirančevih | PREKVALIFICIRANČEV - [pravopis]
prekvalificirančevim | PREKVALIFICIRANČEV - [pravopis]
prekvalificiranostih | PREKVALIFICIRANOST - [pravopis]
prekvalificiranostim | PREKVALIFICIRANOST - [pravopis]
prekvalificiranostjo | PREKVALIFICIRANOST - [pravopis]
prekvalificiranostma | PREKVALIFICIRANOST - [pravopis]
prekvalificiranostmi | PREKVALIFICIRANOST - [pravopis]
prelahkomiselnostima | PRELAHKOMISELNOST - [pravopis]
premaloštevilnostima | PREMALOŠTEVILNOST - [pravopis]
premoženjskopravnega | PREMOŽENJSKOPRAVEN - nanašajoč se na premoženjsko pravo
premoženjskopravnemu | PREMOŽENJSKOPRAVEN - nanašajoč se na premoženjsko pravo
premoženjskopravnima | PREMOŽENJSKOPRAVEN - nanašajoč se na premoženjsko pravo
premoženjskopravnimi | PREMOŽENJSKOPRAVEN - nanašajoč se na premoženjsko pravo
preoptimističnostima | PREOPTIMISTIČNOST - [pravopis]
preosnovateljičinega | PREOSNOVATELJIČIN - [pravopis]
preosnovateljičinemu | PREOSNOVATELJIČIN - [pravopis]
preosnovateljičinima | PREOSNOVATELJIČIN - [pravopis]
preosnovateljičinimi | PREOSNOVATELJIČIN - [pravopis]
preporoditeljičinega | PREPORODITELJIČIN - [pravopis]
preporoditeljičinemu | PREPORODITELJIČIN - [pravopis]
preporoditeljičinima | PREPORODITELJIČIN - [pravopis]
preporoditeljičinimi | PREPORODITELJIČIN - [pravopis]
presamozavestnostima | PRESAMOZAVESTNOST - [pravopis]
prestolonaslednicama | PRESTOLONASLEDNICA - ženska, ki je uradno določena za vladarjevega neposrednega naslednika
prestolonaslednicami | PRESTOLONASLEDNICA - ženska, ki je uradno določena za vladarjevega neposrednega naslednika
prestolonasledničina | PRESTOLONASLEDNIČIN - [pravopis]
prestolonasledničine | PRESTOLONASLEDNIČIN - [pravopis]
prestolonasledničini | PRESTOLONASLEDNIČIN - [pravopis]
prestolonasledničino | PRESTOLONASLEDNIČIN - [pravopis]
prestolonaslednikoma | PRESTOLONASLEDNIK - kdor je uradno določen za vladarjevega neposrednega naslednika
prestolonasledstvoma | PRESTOLONASLEDSTVO - pravica do vladanja neposredno za prejšnjim vladarjem
prestrukturiranostih | PRESTRUKTURIRANOST - [pravopis]
prestrukturiranostim | PRESTRUKTURIRANOST - [pravopis]
